Name;Tracks;Scrobbles;Rank
"Ahmoudou Madassane";"3";"6";"2305"
"Deena Abdelwahed";"2";"6";"2306"
"Jus' Us";"1";"1";"6264"
"Jimmy Cliff";"1";"2";"4490"
"Harmony Four";"1";"1";"6265"
"Country Comfort";"1";"1";"6266"
"Esa";"2";"5";"2600"
"Hakobune";"2";"2";"4491"
"Steel Pulse";"2";"2";"4492"
"Cultiz";"1";"1";"6267"
"Rob Galbraith";"1";"3";"3604"
"Lost Souls Of Saturn";"3";"4";"3008"
"ynfnd";"2";"2";"4493"
"URUBU Marinka";"2";"2";"4494"
"NÔMADE MUSIC";"1";"4";"3009"
"Luke Abbott";"8";"23";"633"
"The Cinematic Orchestra";"9";"19";"782"
"Jacob Karlzon";"1";"1";"6268"
"Jack Garratt";"1";"1";"6269"
"Julian Waterfall Pollack";"2";"2";"4495"
"Ben Khan";"1";"1";"6270"
"Late of the Pier";"1";"1";"6271"
"leveldva";"2";"5";"2601"
"Inverted Audio";"1";"1";"6272"
"Ladino Romance";"1";"1";"6273"
"Moullinex";"2";"6";"2307"
"Ralph Falcon";"1";"2";"4496"
"Zulu";"1";"1";"6274"
"Lord Kitchener";"1";"1";"6275"
"Thapporn Petchubon";"1";"1";"6276"
"Autocreation";"5";"5";"2602"
"Ron Korb";"1";"2";"4497"
"Flying Lotus";"47";"63";"215"
"Tomaga";"7";"14";"1067"
"Sven Libaek";"1";"1";"6277"
"Hoshina Anniversary";"2";"4";"3010"
"Isaac Sasson";"7";"24";"596"
"Àbáse";"22";"81";"156"
"FUNKY FRENCH LEAGUE";"1";"1";"6278"
"Biosphere";"3";"4";"3011"
"The Holy Spirit of Nothing";"2";"2";"4498"
"Moodymann";"17";"65";"205"
"Los Imperials";"1";"1";"6279"
"Alice Clark";"4";"4";"3012"
"Ogoya Nengo and The Dodo Women’s Group";"1";"1";"6280"
"Laurie Spiegel";"9";"70";"189"
"Loscil";"5";"9";"1653"
"LayFullStop";"1";"3";"3605"
"Lord Tusk";"1";"3";"3606"
"Kojey Radical";"6";"7";"2035"
"=CoN+KwAkE=";"1";"2";"4499"
"Mubashira Mataali Group";"1";"1";"6281"
"Abstract Orchestra";"1";"1";"6282"
"Becky Severson";"1";"1";"6283"
"Roudoudou";"1";"3";"3607"
"Don Laka";"2";"4";"3013"
"Blak Beat Niks";"2";"13";"1161"
"Ezra Furman";"1";"1";"6284"
"Tusks";"2";"2";"4500"
"Robert Rich";"6";"21";"707"
"Angel Romero;Academy of St. Martin in the Fields;Pepe Romero;Iona Brown";"1";"1";"6285"
"Academy of St. Martin in the Fields;Iona Brown;Celin Romero";"1";"1";"6286"
"Angel Romero;Academy of St. Martin in the Fields;Iona Brown";"1";"1";"6287"
"Paul Horn";"2";"4";"3014"
"Russill Paul";"2";"11";"1391"
"London Symphony Orchestra;Sir Colin Davis";"1";"1";"6288"
"The United States Coast Guard Band";"1";"1";"6289"
"St. Petersburg Chamber Choir";"1";"1";"6290"
"Dawn Upshaw;London Sinfonietta;David Zinman";"1";"1";"6291"
"Ancestral Elephants";"3";"4";"3015"
"Laraaji & Jonathan Goldman";"1";"2";"4501"
"Soname";"1";"1";"6292"
"Shantala";"1";"1";"6293"
"Guide";"7";"9";"1654"
"Roland Kirk Quartet";"7";"7";"2036"
"Daniel Masson";"1";"1";"6294"
"Matize";"5";"8";"1838"
"Radioactive Orchestra";"1";"1";"6295"
"Ada";"4";"52";"276"
"ishmael ensemble";"18";"98";"120"
"川井憲次";"2";"2";"4502"
"Tigersushi Records";"1";"1";"6296"
"RollOverMilano";"1";"1";"6297"
"Kelpe / DRUT Recordings";"4";"4";"3016"
"Abstrakce Records";"1";"1";"6298"
"Die Falschen Freunde";"1";"1";"6299"
"bassso";"1";"2";"4503"
"Nature Sounds";"2";"2";"4504"
"Captain Sensible";"1";"1";"6300"
"Robosonic";"2";"16";"945"
"AWAY Music";"1";"1";"6301"
"Heimlich Knüller";"3";"6";"2308"
"Pete Brandt's Method";"1";"2";"4505"
"Domenique Dumont";"17";"40";"353"
"Shintaro Sakamoto";"1";"1";"6302"
"Nosaj Thing";"5";"12";"1255"
"Klanger";"1";"1";"6303"
"IMYRMIND";"1";"1";"6304"
"Endurance";"1";"1";"6305"
"Bjørn Torske";"7";"13";"1162"
"Carmen Villain";"3";"8";"1839"
"Lindstrøm";"9";"14";"1068"
"Tarjei Nygård";"1";"1";"6306"
"Donovan";"1";"1";"6307"
"Beacon";"3";"4";"3017"
"Passarani";"3";"3";"3608"
"Karen Dalton";"1";"1";"6308"
"Rodney Jones";"1";"1";"6309"
"The Mighty Imperials";"1";"1";"6310"
"Empire of the Sun";"1";"1";"6311"
"Buena Vista Social Club";"1";"2";"4506"
"Fellini Félin";"3";"3";"3609"
"António Dos Santos";"2";"7";"2037"
"Oasis";"1";"1";"6312"
"Circle Of Live";"2";"4";"3018"
"Alan Hovhaness";"1";"2";"4507"
"Phil France";"1";"1";"6313"
"Penguin Cafe";"12";"17";"885"
"Noema";"2";"2";"4508"
"Natural Sugars";"1";"1";"6314"
"DJ Nu-Mark";"3";"4";"3019"
"Raiza Biza";"3";"7";"2038"
"King Krule";"5";"8";"1840"
"Trentemøller";"1";"1";"6315"
"Sonny & The Sunsets";"1";"2";"4509"
"Ghost Against Ghost";"1";"1";"6316"
"Lancelot Layne";"1";"3";"3610"
"Jim Croce";"1";"1";"6317"
"Femi Kuti";"1";"3";"3611"
"Vis À Vis";"1";"2";"4510"
"Bob Moses/Billy Martin";"1";"1";"6318"
"POPP";"2";"2";"4511"
"Ronin Arkestra";"4";"6";"2309"
"Laurence Pike";"2";"2";"4512"
"Edmony Krater";"2";"8";"1841"
"Thievery Corporation";"6";"6";"2310"
"Köhncke";"1";"51";"280"
"Vladimir";"1";"1";"6319"
"haft";"1";"6";"2311"
"GONNO × MASUMURA";"1";"3";"3612"
"Les Filles De Illighadad";"4";"8";"1842"
"Aim";"1";"2";"4513"
"Mock & Toof";"1";"1";"6320"
"Chicco";"1";"5";"2603"
"Atom™";"1";"2";"4514"
"Mop Mop";"17";"29";"487"
"Hildegard Knef";"1";"1";"6321"
"Marcello Giordani";"1";"1";"6322"
"Kollektiv Turmstrasse";"3";"4";"3020"
"Låpsley";"1";"1";"6323"
"Etienne de Crécy";"3";"6";"2312"
"Kyrill & Redford";"1";"1";"6324"
"Dennis Cruz";"1";"1";"6325"
"Bas Amro";"1";"1";"6326"
"DJ Marky";"2";"2";"4515"
"Richie Havens";"1";"1";"6327"
"Tullio De Piscopo";"1";"1";"6328"
"DJ Fitchie";"1";"1";"6329"
"Kourosh Yaghmaei";"1";"1";"6330"
"Look Like";"1";"1";"6331"
"Canu";"1";"1";"6332"
"Nina Simone";"8";"18";"835"
"Rodney Hunter";"1";"1";"6333"
"Them";"1";"1";"6334"
"Mattafix";"1";"1";"6335"
"Lamont Dozier";"1";"1";"6336"
"Waldeck";"2";"4";"3021"
"Yse Saint Laur'ant";"1";"1";"6337"
"Simakov";"1";"1";"6338"
"Digital Afrika";"14";"24";"597"
"Kiko Navarro";"1";"1";"6339"
"Randomized Coffee";"1";"1";"6340"
"Scott nice";"2";"2";"4516"
"August Artier";"1";"1";"6341"
"Ali Farka Touré";"19";"87";"146"
"Van Stee";"2";"12";"1256"
"William Onyeabor";"2";"2";"4517"
"Jackie Mittoo";"2";"2";"4518"
"Gloria Ann Taylor";"3";"6";"2313"
"ESG";"3";"3";"3613"
"Darondo";"2";"2";"4519"
"Brokenchord";"9";"16";"946"
"Jimi Hendrix";"8";"8";"1843"
"Paul Traeumer";"3";"5";"2604"
"Soul Keita";"3";"12";"1257"
"Oval Space / The Pickle Factory";"1";"2";"4520"
"The Beatles";"2";"2";"4521"
"Curtis Mayfield";"1";"3";"3614"
"Creedence Clearwater Revival";"1";"1";"6342"
"The Karminsky Experience Inc.";"2";"5";"2605"
"Thierry David";"1";"1";"6343"
"Extremely Bad Man";"1";"2";"4522"
"Marlena Shaw";"1";"1";"6344"
"Commodores";"1";"1";"6345"
"Whitney";"1";"1";"6346"
"CROWN RULER";"3";"3";"3615"
"Tendts";"1";"1";"6347"
"Dionisio Maio";"1";"2";"4523"
"JOSE CASIMIRO";"2";"3";"3616"
"Bana";"1";"2";"4524"
"Corbo";"1";"1";"6348"
"Edmoon Records";"1";"2";"4525"
"Modern Obscure Music";"1";"1";"6349"
"THE DIABOLICAL LIBERTIES";"4";"4";"3022"
"Timbuktu";"2";"5";"2606"
"May East";"1";"1";"6350"
"Dequinha e Zaba";"1";"1";"6351"
"Oharaska";"1";"1";"6352"
"Fausto Fawcett";"1";"1";"6353"
"Manu Delago";"10";"13";"1163"
"Mathias Eick";"1";"1";"6354"
"Nookala Chinna Satyanarayana";"1";"1";"6355"
"Gene Harris";"12";"26";"553"
"The Invisible";"2";"3";"3617"
"Mndsgn";"7";"9";"1655"
"Håkan Hellström";"1";"1";"6356"
"Veronica Maggio";"1";"1";"6357"
"Silvana Imam";"1";"1";"6358"
"Jonti";"1";"1";"6359"
"Jacques";"1";"1";"6360"
"Abro";"1";"1";"6361"
"Compost";"1";"2";"4526"
"Rahhh";"1";"1";"6362"
"Spacetime Continuum";"1";"3";"3618"
"Pegasus";"1";"4";"3023"
"Sly And Lovechild";"1";"1";"6363"
"Hiver";"1";"1";"6364"
"Batang Frisco";"1";"2";"4527"
"Joji Yuasa";"1";"3";"3619"
"Wilburn Burchette";"1";"3";"3620"
"Guem";"1";"1";"6365"
"SHIKA SHIKA";"3";"5";"2607"
"Späk";"1";"1";"6366"
"Black Pumas";"20";"172";"45"
"Seanie T";"1";"3";"3621"
"Cleve Pozar";"1";"1";"6367"
"Bodega";"1";"1";"6368"
"Dino & The Deltones";"1";"1";"6369"
"The Friendly Seven feat. Betty Thompson";"1";"2";"4528"
"Yo La Tengo";"8";"10";"1511"
"Clark";"7";"27";"524"
"Jake Milliner";"2";"4";"3024"
"Derrok";"1";"1";"6370"
"Uakti";"1";"1";"6371"
"Salon - Zur wilden Renate";"1";"1";"6372"
"Barbara Moore";"1";"1";"6373"
"inflo";"2";"2";"4529"
"Merle";"1";"1";"6374"
"Manuel Darquart";"12";"24";"598"
"The Marias";"1";"1";"6375"
"Sam Evian";"1";"1";"6376"
"BADBADNOTGOOD";"24";"36";"394"
"Jungle";"14";"30";"472"
"Mansur Brown";"12";"38";"373"
"The Flying Stars Of Brooklyn NY";"1";"1";"6377"
"Sault";"25";"56";"256"
"Paul Cherry";"1";"1";"6378"
"Lil Pump";"1";"1";"6379"
"Charlotte Adigéry";"15";"166";"50"
"Cypress Hill";"2";"2";"4530"
"Slumberville";"1";"1";"6380"
"The Small Circle";"1";"1";"6381"
"Joaquín Cornejo";"4";"6";"2314"
"Tawiah";"9";"79";"161"
"Area Code 615";"1";"3";"3622"
"Crue-l Grand Orchestra";"1";"3";"3623"
"Glissandro 70";"1";"3";"3624"
"Holger Czukay";"1";"2";"4531"
"Rey De Copás";"1";"2";"4532"
"The Mole";"1";"2";"4533"
"The Electric South";"1";"13";"1164"
"Carlos Hernandez";"1";"3";"3625"
"Finzy Kontini";"1";"3";"3626"
"Musique";"1";"3";"3627"
"Soylent Green";"1";"2";"4534"
"Tsha";"5";"6";"2315"
"Titeknots";"2";"3";"3628"
"Dan Kye";"12";"82";"155"
"Barakas";"1";"2";"4535"
"R. Lyle";"1";"2";"4536"
"Throwing Snow";"2";"3";"3629"
"Nepa Allstar";"1";"2";"4537"
"Earth Trax";"10";"17";"886"
"John Beltran";"9";"31";"456"
"Georges Rey Ensemble";"1";"2";"4538"
"NATURAL LATERAL";"4";"4";"3025"
"Santi";"2";"10";"1512"
"Meitei";"23";"52";"277"
"DAMA DAMA";"1";"1";"6382"
"Jonas Sá";"1";"1";"6383"
"HouseWork";"1";"1";"6384"
"Budgie";"3";"9";"1656"
"MinaeMinae";"10";"10";"1513"
"Arms and Sleepers";"7";"40";"354"
"Josephine Wiggs";"5";"5";"2608"
"Marcus Hamblett";"7";"22";"674"
"Niklas Wandt";"8";"14";"1069"
"Ralph Heidel";"5";"9";"1657"
"Keope";"2";"3";"3630"
"Karaba";"1";"9";"1658"
"David Nesselhauf";"1";"3";"3631"
"Sissi Rada";"1";"2";"4539"
"Andromeda Mega Express Orchestra";"1";"2";"4540"
"Oracles";"1";"1";"6385"
"Onom Agemo";"1";"1";"6386"
"Torben Unit";"1";"1";"6387"
"JJ Whitefield";"6";"19";"783"
"Yacht";"4";"12";"1258"
"Salomea";"1";"1";"6388"
"Matana Roberts";"3";"6";"2316"
"Karnaval Blues";"2";"2";"4541"
"Barney Artist";"2";"2";"4542"
"Shellac";"1";"2";"4543"
"Steve Moore";"5";"5";"2609"
"Benita";"1";"1";"6389"
"Dusky";"1";"1";"6390"
"Peter Abdul";"1";"1";"6391"
"Ami Dang";"1";"3";"3632"
"DJ Python";"3";"11";"1392"
"Leafcutter John";"1";"6";"2317"
"Antoine Berjeaut";"1";"2";"4544"
"Angel Bat Dawid";"7";"17";"887"
"Rev Harvey Gates";"1";"3";"3633"
"Batsumi";"1";"1";"6392"
"DJ Cam";"24";"71";"184"
"Oso Leone";"4";"19";"784"
"Ferg";"1";"1";"6393"
"Crac";"3";"6";"2318"
"Kali Malone";"3";"13";"1165"
"ras";"2";"6";"2319"
"Rozi Plain";"3";"7";"2039"
"Beverly Glenn-Copeland";"1";"1";"6394"
"Pat Thomas";"3";"8";"1844"
"Meara O'Reilly";"1";"1";"6395"
"Hans Hass";"1";"1";"6396"
"RVDS";"1";"2";"4545"
"Horizont";"1";"1";"6397"
"JRBB";"1";"1";"6398"
"Little Dragon";"24";"203";"32"
"Jad & The";"5";"15";"998"
"The Quiet Ones";"1";"4";"3026"
"Leif";"2";"4";"3027"
"Camila Costa";"1";"4";"3028"
"Svínhunder";"1";"3";"3634"
"Yu Su";"12";"20";"740"
"Amerigo Gazaway";"1";"2";"4546"
"Carlos Niño & Friends";"4";"7";"2040"
"David Walters";"26";"173";"44"
"Kanot";"1";"1";"6399"
"Okain";"1";"1";"6400"
"Contact";"1";"1";"6401"
"Sinoptik Music";"1";"2";"4547"
"WaWuWe";"1";"1";"6402"
"The Frightnrs";"4";"7";"2041"
"The Gladiators";"1";"2";"4548"
"Toots and The Maytals";"1";"1";"6403"
"John Brown's Body";"1";"2";"4549"
"The Vernons";"1";"1";"6404"
"The Jamaicans";"1";"1";"6405"
"Sublime";"1";"2";"4550"
"Desmond Cheese";"7";"15";"999"
"Bob Marley & The Wailers";"1";"2";"4551"
"Treugol'nyy Son";"1";"1";"6406"
"Astro Nautico";"1";"1";"6407"
"Naxatras";"1";"3";"3635"
"Ziggy Marley";"1";"1";"6408"
"Muno";"1";"1";"6409"
"Batu Ozer";"1";"1";"6410"
"Niju";"1";"1";"6411"
"Jacob Groening";"3";"16";"947"
"Loewenthal";"1";"1";"6412"
"ōme";"3";"3";"3636"
"DaniT";"1";"1";"6413"
"Prins Emanuel";"12";"20";"741"
"Aaron Taylor";"2";"2";"4552"
"Serafina Steer";"1";"3";"3637"
"Brainstory";"6";"11";"1393"
"Mark de Clive-Lowe";"14";"22";"675"
"Frank Sinatra";"5";"6";"2320"
"Matt Terry";"1";"1";"6414"
"Gwen Stefani";"2";"3";"3638"
"Sia";"3";"4";"3029"
"98º";"1";"1";"6415"
"Coldplay";"1";"2";"4553"
"Destiny's Child";"1";"2";"4554"
"Britney Spears";"1";"1";"6416"
"The Vamps";"1";"1";"6417"
"Sam Smith";"1";"1";"6418"
"Ariana Grande";"2";"4";"3030"
"Bing Crosby";"7";"10";"1514"
"Chris Rea";"2";"4";"3031"
"Meghan Trainor";"1";"2";"4555"
"FEATHERED SUN";"2";"4";"3032"
"The Colours That Rise";"4";"13";"1166"
"Santilli";"1";"2";"4556"
"Pole";"3";"16";"948"
"The Midnight Hour";"1";"2";"4557"
"Sam Prekop";"6";"16";"949"
"Andras";"11";"42";"336"
"Max Clouth Clan";"1";"1";"6419"
"Pacific Coliseum";"4";"5";"2610"
"Family Time";"2";"8";"1845"
"Micatone";"11";"14";"1070"
"Aporia";"4";"7";"2042"
"Thibault Renou";"1";"2";"4558"
"Kevin Morby";"1";"4";"3033"
"Peaking Lights";"15";"31";"457"
"❖UMOJA";"6";"6";"2321"
"midub";"1";"1";"6420"
"Detroit Swindle";"1";"1";"6421"
"Space Ghost";"15";"38";"374"
"Kasper Marott";"2";"5";"2611"
"Verner";"1";"2";"4559"
"DIRK 81";"2";"6";"2322"
"S. N. Goenka";"1";"1";"6422"
"Bété";"6";"12";"1259"
"Sick Puppies";"1";"1";"6423"
"Clarence Carter";"1";"3";"3639"
"Slow Attack Ensemble";"2";"5";"2612"
"Holy Fuck";"4";"9";"1659"
"Nautiluss";"1";"1";"6424"
"Violetta Parisini";"7";"17";"888"
"Meetsysteem";"1";"3";"3640"
"Billy Ocean";"1";"3";"3641"
"Yoshinori Hayashi";"1";"1";"6425"
"Cowboy Rhythmbox";"1";"2";"4560"
"Ichisan";"1";"3";"3642"
"Edwin Starr";"1";"1";"6426"
"Dervish";"1";"42";"337"
"Ana Roxanne";"8";"23";"634"
"Mary Lattimore";"5";"65";"206"
"Shyamal Sinha";"1";"12";"1260"
"Liquid Youth";"2";"3";"3643"
"Deep House Vancouver";"1";"1";"6427"
"Blusher";"1";"1";"6428"
"Tina Malia";"2";"5";"2613"
"Mapstation";"4";"4";"3034"
"Nihiloxica";"4";"11";"1394"
"Pigmalião";"9";"33";"425"
"Robert Stillman";"1";"3";"3644"
"Gal Gracen";"10";"74";"173"
"HÆLOS";"1";"1";"6429"
"gillespeterson";"2";"3";"3645"
"Jac the Disco";"2";"14";"1071"
"Fagaru Evolution";"2";"8";"1846"
"Cito Jarvis";"1";"9";"1660"
"Arrow";"2";"3";"3646"
"Sebastian Böhm";"1";"5";"2614"
"Peter Britto";"1";"1";"6430"
"*D* Ivan";"1";"2";"4561"
"Adonijah";"1";"2";"4562"
"Levi John";"1";"10";"1515"
"The Millers";"1";"2";"4563"
"Mohjah";"1";"1";"6431"
"Spiking";"1";"2";"4564"
"Lewlewal de Podor";"2";"5";"2615"
"Roger Bain";"1";"1";"6432"
"Juno D";"1";"1";"6433"
"Andre Tanker";"1";"2";"4565"
"Colin Jackman";"1";"14";"1072"
"Touch";"1";"1";"6434"
"Bill Campbell";"1";"3";"3647"
"D' Rebel Band";"1";"2";"4566"
"Barrio Lindo";"9";"14";"1073"
"Traditional";"5";"7";"2043"
"Thomas Fehlmann";"7";"12";"1261"
"Zuco 103";"2";"2";"4567"
"The Sabres of Paradise";"1";"1";"6435"
"Nadia Nair";"2";"2";"4568"
"John Hopkins Uni";"1";"1";"6436"
"Abba Gargando";"2";"6";"2323"
"Alkibar Gignor";"1";"2";"4569"
"Intriya Ag Babo";"1";"4";"3035"
"Children in Djounhan";"1";"2";"4570"
"Amanar";"1";"2";"4571"
"Pingipung";"1";"2";"4572"
"King Aus";"1";"1";"6437"
"Mary Clark";"1";"19";"785"
"Quantic;Los Miticos Del Ritmo";"1";"1";"6438"
"Horostar de Tonka";"1";"2";"4573"
"Nelson Of The East";"6";"15";"1000"
"Kohra";"1";"1";"6439"
"baiuca";"1";"2";"4574"
"IYAKUH";"1";"1";"6440"
"Sangeet";"1";"1";"6441"
"Nomadic";"1";"1";"6442"
"Fany Havest";"1";"1";"6443"
"Quirino Do Canto";"1";"1";"6444"
"Tchiss Lopes";"1";"3";"3648"
"João Cirilo";"1";"2";"4575"
"Abel Lima";"1";"1";"6445"
"Os Apolos";"1";"1";"6446"
"Américo Brito";"2";"4";"3036"
"Elisio Vieira";"2";"3";"3649"
"Modha";"4";"7";"2044"
"Tidiane Thiam";"2";"3";"3650"
"Nicolas Godin";"5";"13";"1167"
"JuJu Rogers";"6";"9";"1661"
"Trippin Jaguar";"4";"6";"2324"
"Nasty P.";"1";"1";"6447"
"Feyyaz Yigit";"2";"2";"4576"
"Jacques Renault";"3";"7";"2045"
"Robag_fm";"3";"5";"2616"
"Philippe Cohen Solal";"2";"3";"3651"
"Hamlet Minassian";"1";"10";"1516"
"Jungle by Night";"7";"12";"1262"
"Karl Berger";"1";"1";"6448"
"Awesome Tapes from Africa";"1";"1";"6449"
"Horatio Luna";"12";"27";"525"
"Jacques Palminger";"1";"13";"1168"
"Bochum Welt";"2";"3";"3652"
"Lifted";"5";"5";"2617"
"Jay Daniel";"7";"12";"1263"
"Robert Loyson";"1";"1";"6450"
"Tom Of England";"1";"1";"6451"
"Zara McFarlane";"1";"1";"6452"
"Jack Kornfield";"2";"2";"4577"
"Gam̈a͇";"1";"1";"6453"
"DA IGUANA";"2";"2";"4578"
"Steffen Ki";"1";"1";"6454"
"Intiche";"1";"1";"6455"
"Maracuyá";"1";"1";"6456"
"Marcelo Berges";"2";"2";"4579"
"Alaix Pulse";"1";"1";"6457"
"Maugli";"1";"1";"6458"
"Dark but Gray";"1";"1";"6459"
"Nillo";"1";"1";"6460"
"Sarrelangue";"1";"1";"6461"
"Victor Norman";"3";"6";"2325"
"Numa Gama";"7";"7";"2046"
"East Forest";"2";"2";"4580"
"Vermont";"13";"59";"238"
"Andreas Söderström";"1";"2";"4581"
"Stelvio Cipriani";"1";"5";"2618"
"Pachanga Boys";"1";"1";"6462"
"Unspecified";"3";"4";"3037"
"Vajk Kobza";"1";"9";"1662"
"North Downs";"7";"45";"313"
"Risco Connection";"2";"19";"786"
"Supersempfft";"1";"4";"3038"
"Oriyin";"2";"3";"3653"
"Botany";"1";"3";"3654"
"FKA twigs";"1";"1";"6463"
"Jake Hottell";"6";"6";"2326"
"Resident Advisor";"10";"21";"708"
"Persian Empire";"6";"19";"787"
"Baden Powell & Vinicius de Moraes";"1";"2";"4582"
"Sam Cooke vs. Kalabrese";"1";"2";"4583"
"Stephen Steinbrink & ∆";"1";"2";"4584"
"Marina Gallardo";"1";"2";"4585"
"Iona Fortune";"2";"3";"3655"
"Equiknoxx";"2";"6";"2327"
"Blackpocket";"1";"2";"4586"
"Vernon Maytone";"1";"2";"4587"
"Tiger";"1";"2";"4588"
"DJ Nervoso";"1";"2";"4589"
"Andreya Triana";"1";"2";"4590"
"Emílio Santiago";"3";"4";"3039"
"Rosa Maria";"1";"2";"4591"
"Laurel Aitken";"1";"3";"3656"
"Antibalas";"1";"2";"4592"
"Natural Self";"2";"3";"3657"
"Dobie";"1";"2";"4593"
"Mr. Scruff";"8";"19";"788"
"Ding Dong";"1";"2";"4594"
"Fats Comet";"1";"2";"4595"
"Paddy Steer";"1";"5";"2619"
"Andy Ash";"2";"8";"1847"
"Alexander Robotnick";"2";"3";"3658"
"Hashim";"1";"2";"4596"
"Bumcello";"1";"2";"4597"
"Archie Pelago";"1";"2";"4598"
"La Decadanse";"1";"1";"6464"
"NBHAP";"1";"1";"6465"
"Lanu";"13";"61";"226"
"Space Captain";"1";"1";"6466"
"Jesse Fischer";"1";"1";"6467"
"Hint";"1";"1";"6468"
"J-Felix";"2";"2";"4599"
"Village Of The Sun";"4";"7";"2047"
"Olsen and the Hurley Sea";"1";"1";"6469"
"Sicker Man";"1";"1";"6470"
"Nicola Conte & Spiritual Galaxy";"12";"12";"1264"
"Seiji";"1";"5";"2620"
"Snowboy and The Latin Section";"1";"1";"6471"
"Drymbago";"1";"1";"6472"
"Harald Kindseth";"1";"1";"6473"
"Kelela & Asmara";"1";"1";"6474"
"Leonidas";"1";"12";"1265"
"Helene Roche";"1";"2";"4600"
"Bionda van der Ham";"1";"1";"6475"
"Snow In April";"1";"1";"6476"
"Julius Aston";"1";"3";"3659"
"Ruben Galloway";"1";"1";"6477"
"Peter Cavallo";"2";"3";"3660"
"Leslie Miles";"1";"2";"4601"
"Elder Lockhart";"1";"3";"3661"
"Aron Edwards";"2";"2";"4602"
"Rebour";"1";"1";"6478"
"Joep Beving";"11";"32";"438"
"Christopher Dicker";"2";"3";"3662"
"Ragnar Seaholm";"1";"1";"6479"
"Johannes Bornlöf";"3";"4";"3040"
"Alec Windt";"1";"2";"4603"
"Rebecca Leonard";"1";"2";"4604"
"Renato Luigi";"1";"1";"6480"
"Oneke";"2";"4";"3041"
"Olivia Belli";"4";"4";"3042"
"Dominique Charpentier";"1";"2";"4605"
"Robin Bennich";"2";"2";"4606"
"Dominique Marais";"2";"3";"3663"
"Oskar Schuster";"1";"2";"4607"
"Mauro Cangemi";"1";"1";"6481"
"Milo Edale";"1";"1";"6482"
"Juan Maria Solare";"1";"2";"4608"
"Tristan Eckerson";"1";"2";"4609"
"Muriël Bostdorp";"1";"3";"3664"
"Sarah Spring";"1";"2";"4610"
"Sergio Díaz De Rojas";"2";"3";"3665"
"Martin Greenbaum";"1";"1";"6483"
"Dagmar Collier";"1";"1";"6484"
"Roman Jensen";"1";"2";"4611"
"Max Swan";"2";"2";"4612"
"Daigo Hanada";"1";"1";"6485"
"Tosh Møller";"2";"2";"4613"
"Csizmazia Etel";"2";"2";"4614"
"Karin Borg";"3";"3";"3666"
"Amy-Leigh Williamson";"1";"1";"6486"
"Sufi Ellman";"1";"2";"4615"
"Heike Blau";"2";"2";"4616"
"Rhiannon Bannenberg";"1";"1";"6487"
"Moy Finneas";"1";"2";"4617"
"Aleksy Wysocki";"1";"1";"6488"
"Sigimund";"1";"2";"4618"
"Eamonn Watt";"3";"4";"3043"
"Leroy Bolander";"2";"3";"3667"
"Zachary Patel";"1";"2";"4619"
"Moux";"2";"2";"4620"
"Clara Nishimoto";"1";"1";"6489"
"Bodor Vencel";"1";"2";"4621"
"Gavin Luke";"9";"9";"1663"
"Massimo Natali [IT]";"1";"2";"4622"
"Annebelle Coenraad";"1";"2";"4623"
"Quinn MacKenzie";"1";"2";"4624"
"Akira Kosemura";"5";"10";"1517"
"Kozue Ojima";"1";"2";"4625"
"Sam Eber";"1";"3";"3668"
"Klaus Weissmuller";"1";"1";"6490"
"Kaja Voll";"1";"1";"6491"
"Santo Trevisani";"2";"3";"3669"
"Arabella Memdouh";"1";"1";"6492"
"1BTN";"1";"1";"6493"
"Lorem Ipsum";"1";"1";"6494"
"Joy Orbison";"7";"10";"1518"
"Romaal Kultan";"5";"7";"2048"
"Jpye";"1";"1";"6495"
"Kurt Adam";"1";"1";"6496"
"Lee Fields & The Expressions";"5";"5";"2621"
"Folamour";"40";"143";"63"
"44th Move";"4";"7";"2049"
"Manu Dibango";"6";"15";"1001"
"thool";"1";"2";"4626"
"Happa.";"5";"9";"1664"
"Charlotte Funke";"1";"1";"6497"
"Jaidy Thissen";"1";"1";"6498"
"Zemfira Mironova";"1";"2";"4627"
"Adam Fincher";"2";"2";"4628"
"Falerina Paquet";"2";"2";"4629"
"Joel Lyssarides";"2";"3";"3670"
"Francie Stooge";"1";"2";"4630"
"Tomasz Kraal";"2";"4";"3044"
"Bela Nemeth";"1";"1";"6499"
"Lennon McKenna";"1";"2";"4631"
"Elizabeth Bouknight";"1";"1";"6500"
"Eline Neteland";"1";"2";"4632"
"Józef Gatysik";"1";"2";"4633"
"Ever So Blue";"4";"4";"3045"
"Way Beyond";"1";"1";"6501"
"Fioretta Rizzo";"2";"3";"3671"
"Jitka Kubr";"1";"1";"6502"
"Maya Åström";"1";"1";"6503"
"Jef Martens";"2";"2";"4634"
"Valbona Ceferin";"1";"1";"6504"
"Joseph Caleb";"1";"1";"6505"
"Matti Bye";"2";"12";"1266"
"Nicola conti";"1";"2";"4635"
"Minnie Scolanti";"1";"2";"4636"
"Kolorascze";"1";"1";"6506"
"Denise Billingsley";"1";"1";"6507"
"Charles Bolt";"5";"7";"2050"
"Réka Ioescu";"2";"3";"3672"
"Thomasine Robinson";"1";"2";"4637"
"Alida Sørby";"1";"2";"4638"
"PIANO NOVEL";"1";"1";"6508"
"Germain Lesage";"1";"2";"4639"
"Justin Withers";"1";"2";"4640"
