Name;Tracks;Scrobbles;Rank;Region
King Curtis;1;1;7866;
Bryan Adams;1;2;5197;
Rolf Zuckowski;1;1;7867;
Henry John Gauntlett;1;1;7868;
Philip Stopford;1;1;7869;
William J. Kirkpatrick;1;1;7870;
Academy of St Martin in the Fields Chorus;1;1;7871;
Este'S Psalter, 1592;1;1;7872;
Bob Chilcott;1;1;7873;
Franz Xaver Gruber;1;1;7874;
Howard Blake;1;1;7875;
John Rutter;3;3;3974;
The City of Prague Philharmonic Orchestra;1;1;7876;
James Lord Pierpont;1;1;7877;
Sabrina Carpenter;2;2;5198;
Anonymous;2;2;5199;
Morten Lauridsen;1;1;7878;
John Goss;1;1;7879;
Rufus Wainwright;1;1;7880;
Harold Darke;1;1;7881;
V V Brown;11;11;1468;
Taylor Haskins;1;2;5200;
Dry Cleaning;1;5;2796;
Ron Everett;1;2;5201;
Matthias Vogt;7;10;1600;
Michel Portal;2;18;879;
Perfect Angels;1;3;3975;
Fazer;3;5;2797;
Baby Cool;1;7;2196;
Bowes Road Band;1;2;5202;
Pecas;1;17;938;
Lolina;1;3;3976;
New Composers;2;3;3977;
Błoto;1;2;5203;
Traffik Island;1;2;5204;
Freya Roy;1;2;5205;
LA LOM;2;4;3269;
Maston;2;15;1056;
Ilyich;1;8;1951;
Dana and Alden;1;10;1601;
La marche bleue;2;25;601;
Keshavara;9;37;396;
Bel Cobain;2;11;1469;
Barry Walker Jr.;1;10;1602;
Uto;2;10;1603;
Carbeau;1;8;1952;
Natural Wonder Beauty Concept;2;11;1470;
Donna Thompson;1;7;2197;
Hether;2;13;1241;
Cabrita;1;5;2798;
BEA1991;1;7;2198;
hermanito;1;9;1770;
Maayan Nidam;1;12;1346;
Summer Vee;1;17;939;
Qwalia;4;24;633;
Lapgan;1;9;1771;
Conic Rose;2;8;1953;
Louis Fontaine;1;6;2456;
Niecy Blues;1;7;2199;
33.3;1;11;1471;
Stephen Shannon;1;4;3270;
Zeb Samuels;1;5;2799;
Raquel Martins;2;10;1604;
Macadam Crocodile;1;9;1772;
LPTHERAPPER;1;5;2800;
Phi-Psonics;1;6;2457;
Polygonia;2;10;1605;
Rudi Creswick;1;4;3271;
Sofia Grant;2;4;3272;
Black Jesus Experience;1;4;3273;
Emahoy Tsege Mariam Gebru;1;4;3274;
Lauren Auder;1;3;3978;
Pedro Mizutani;4;14;1139;
ML Buch;2;13;1242;
JazzZ;2;20;771;
Fuz;1;3;3979;
Pale Blue;1;4;3275;
Mia Doi Todd;4;16;996;
Chocolate Hills;1;4;3276;
Vincent Gericke;1;10;1606;
V.C.R;1;1;7882;
Balimaya Project;1;3;3980;
Bassline;1;3;3981;
Hannah Miette;1;8;1954;
Alice Smith;1;2;5206;
Kansado;1;2;5207;
Azamiah;5;11;1472;
Jonathan Fitoussi;1;4;3277;
Vincent Jäger;1;12;1347;
Roy Nathanson;1;1;7883;
Don Leisure;2;4;3278;
Framix;1;2;5208;
Tom Skinner;1;2;5209;
Jonnine;2;5;2801;
Y La Bamba;1;2;5210;
The Park;1;2;5211;
Discovery Zone;2;5;2802;
Sally Oldfield;1;1;7884;
Λένα Πλάτωνος;1;2;5212;
Nick Walters;1;2;5213;
Jamie Leeming;1;1;7885;
Andrew Underberg;4;9;1773;
Blake Roman;2;3;3982;
DJ Oil;7;9;1774;
Tanhai Collective;3;4;3279;
Parbleu;3;3;3983;
Yan Tregger;1;1;7886;
Hiro Ama;5;10;1607;
Lect Drecs;1;4;3280;
NATE08;5;11;1473;
John Stammers;1;1;7887;
Thandi Ntuli;1;2;5214;
Ariel Kalma;1;1;7888;
Nice Girl;2;2;5215;
Tuulikki Bartosik;1;3;3984;
Dan Hastie;2;7;2200;
Buscabulla;1;3;3985;
ddwy;2;7;2201;
Matt Wilde;2;5;2803;
Labelle;1;4;3281;
Via Mardot;1;3;3986;
Ed Mount;1;3;3987;
Degrees of Freedom;1;2;5216;
Loraine James;1;3;3988;
Ciao Ciao Marigold;4;17;940;
Clément Froissart;2;10;1608;
Louis Carnell;1;1;7889;
Daylight Robbery!;13;27;548;
ALAASKA;2;13;1243;
The Stance Brothers;2;9;1775;
Smith & Mighty;1;1;7890;
Los Mirlos;2;2;5217;
Juaneco y su Combo;1;1;7891;
Los Destellos;2;2;5218;
Los Diablos Rojos;1;1;7892;
Azmari;2;5;2804;
Rome Sithammarat;1;5;2805;
Achtung Wunst;1;5;2806;
Mykki Blanco;1;4;3282;
Demuja;1;8;1955;
Arthur Liory;1;4;3283;
Purelink;2;4;3284;
Tremendous Aron;5;11;1474;
Duffy x Uhlmann;2;11;1475;
Nathalie Joachim;1;4;3285;
Mathieu Pelletier-Gagnon;1;2;5219;
Mezerg;3;11;1476;
Anne Paceo;2;17;941;
Traditional Bulgarian;1;8;1956;
Mirabai Ceiba;1;6;2458;
Mama Oliver;1;2;5220;
Scone Cash Players;1;4;3286;
Khiliath;1;2;5221;
Lefto Early Bird;3;8;1957;
First Beige;1;7;2202;
Sulkhan Tsintsadze;1;1;7893;
Béla Bartók;2;2;5222;
Randal Fisher;12;48;306;
Louise Farrenc;59;68;203;
Hinako Omori;2;3;3989;
Jacob Slade;1;4;3287;
Pekka Pohjola;1;2;5223;
Weste;1;11;1477;
Konkolo Orchestra;8;29;508;
Claudio Suriano;1;5;2807;
Lucas Arruda;3;4;3288;
Malena Zavala;10;24;634;
Edmondson;3;8;1958;
Malcolm Strachan;1;14;1140;
E. Lundquist;2;5;2808;
Scribble;1;7;2203;
Peter Somuah;13;27;549;
Philipp Johann Thimm;2;4;3289;
Dina Ögon;2;11;1478;
Kluztunk;1;3;3990;
Cole Pulice;1;2;5224;
oreglo;2;8;1959;
Hauschka;1;3;3991;
Kofi Flexxx;1;2;5225;
Energy Exchange Ensemble;7;43;337;
Vusi Mahlasela;1;2;5226;
Bernard Fevre;1;3;3992;
Origāmi;1;4;3290;
Will Connell;1;2;5227;
Suedejazz Collective;1;2;5228;
Opez;2;3;3993;
Kay Slice;1;4;3291;
Forever Pavot;1;5;2809;
Frank Harris;1;2;5229;
Shaka Lion;1;3;3994;
Błażej Malinowski;1;2;5230;
Karsten Houmark Quartet;1;7;2204;
Sonzeira;11;20;772;
AshK;1;4;3292;
U-Zhaan;2;5;2810;
Daisy Rickman;1;4;3293;
Magic In Threes;4;9;1776;
Quantic and his Combo Bárbaro;12;87;150;🇨🇴 CO
Mazie;1;1;7894;
Tutankhamun;3;5;2811;
Anna B Savage;6;15;1057;
Uiss Kherte;1;4;3294;
Skuas;1;2;5231;
Scientist;1;2;5232;
Moogroove;1;2;5233;
Jeroen Vink;1;2;5234;
Proxyan;1;2;5235;
Basic-Variation;1;2;5236;
Hypnobeat;1;2;5237;
Cabaret Voltaire;1;2;5238;
The Order;1;2;5239;
The Other People Place;2;7;2205;
$tinkworx;1;2;5240;
Jonny L;1;2;5241;
Logue;1;2;5242;
A²;1;2;5243;
Sansibar;1;2;5244;
Family Unit;1;2;5245;
Iridium;1;2;5246;
Jean-Claude Petit;1;2;5247;
John Kongos;1;1;7895;
Paris Green;1;1;7896;
Akira Ishikawa & Count Buffaloes;1;2;5248;
memory of jane;2;6;2459;
Proc Fiskal;1;3;3995;
Miki Hirayama;1;2;5249;
SSIEGE;1;2;5250;
Gene Sikora;1;1;7897;
Coby Sey;2;4;3295;
Hector Morlet;1;3;3996;
David Darling & the Wulu Bunun;1;4;3296;
Stanford Lin;1;2;5251;
Fatima Al Qadiri;1;3;3997;
Dadamnphreaknoizphunk;1;1;7898;
Inventions;1;2;5252;
Ustad Noor Bakhsh;1;8;1960;
Nick Warren;1;10;1609;
abacothozi;1;1;7899;
Roger Webb;1;4;3297;
Robert Vanderbilt;1;3;3998;
Dominique Lawalrée;1;4;3298;
Sonar Kollektiv Orchester;1;4;3299;
Judie Tzuke;1;3;3999;
Les Hommes;1;3;4000;
Ludwig A.F.;2;4;3300;
Peace Flag Ensemble;1;3;4001;
Jakob Apelian;1;12;1348;
The PutBacks;1;3;4002;
The Boogie Man;1;2;5253;
Jas Kayser;1;2;5254;
Munir Hossn;2;4;3301;
Lawrence;2;3;4003;
Theodor;14;157;58;
J Majik;1;2;5255;
Dezron Douglas;2;7;2206;
Volta Jazz;1;2;5256;
Frantz Casseus;1;4;3302;
Dream Sitch;1;4;3303;
Sávila;2;4;3304;
Yuuf;2;5;2812;
Ebony Steel Band;1;2;5257;
The Lounge Lizards;1;2;5258;
Blue Lake;1;3;4004;
Dreamscapes;1;4;3305;
Dungen;1;4;3306;
sahra;1;2;5259;
Emil Amos;1;4;3307;
Clats Pesmygz;1;2;5260;
Arawak;1;3;4005;
Craven Faults;1;2;5261;
"Bobby ""Blue"" Bland";10;20;773;
Petite Noir;1;1;7900;
Synapson;1;4;3308;
Bernard Lavilliers;1;1;7901;
Gaël Faye;1;1;7902;
Plutonio;1;1;7903;
Tess Hirst;1;2;5262;
Giovanni Venosta;1;2;5263;
Juan Atkins;7;8;1961;
Le Cri du Caire;1;2;5264;
Sūn Byrd;1;1;7904;
Angelo Outlaw;2;3;4006;
Lloyd Miller;1;1;7905;
KATZROAR;11;21;740;
David Storrs;1;1;7906;
Omertà;1;1;7907;
BRAHJA;3;4;3309;
Antibalas Afrobeat Orchestra;2;2;5265;
Grand Blanc;1;2;5266;
Granfergo;1;4;3310;
The Diddys;1;5;2813;
Pure Colors;1;4;3311;
Nicolas Michaux;1;5;2814;
Harry McNally;1;6;2460;
DJ Rodriguez;1;2;5267;
Cavolo Nero;2;18;880;
Oko Ebombo;1;3;4007;
The Brothers Nylon;1;5;2815;
Detroit Rising;2;4;3312;
Ace of Base;3;5;2816;
Ëda Diaz;10;29;509;
Roufaida;1;14;1141;
Ahtrioh;1;4;3313;
Niclas Knudsen;1;3;4008;
Blick Bassy;2;4;3314;
Isaac Birituro & The Rail Abandon;1;1;7908;
Claudio Olachea;1;2;5268;
Cold Diamond & Mink;1;3;4009;
Black Sea Dahu;1;3;4010;
Vincent Gallo;1;4;3315;
Adi Oasis;22;74;178;
Carrie Cleveland;1;3;4011;
Steve Gunn;1;4;3316;
Eddie Okwedy;1;2;5269;
Kaya Thomas-Dyke;1;2;5270;
Amara Touré;5;8;1962;
Torch Song;1;2;5271;
Jolly Mare;1;2;5272;
Simeon ten Holt;1;1;7909;
Colman Brothers;1;1;7910;
East-West;1;2;5273;
Omri Smadar;1;2;5274;
Pelada;1;2;5275;
Uk Electro;1;2;5276;
Dan Curtin;1;2;5277;
Carli;1;2;5278;
Jensen Interceptor;1;2;5279;
Surusinghe;1;2;5280;
Anna Wall;1;2;5281;
Hodge;1;2;5282;
Jeigo;1;2;5283;
Villager;1;1;7911;
Breaka;1;1;7912;
Patty Waters;1;1;7913;
PS5;1;1;7914;
Benedek;2;3;4012;
Gyedu-Blay Ambolley;3;6;2461;
John Zorn;2;2;5284;
Age Of Love;1;5;2817;
The Good Ones;1;4;3317;
Caoilfhionn Rose;3;8;1963;
ROOBY JEANTAL;1;5;2818;
Al Quetz;1;4;3318;
Migra;1;1;7915;
Chairman Maf;1;1;7916;
Argatu';1;1;7917;
Antaares;1;1;7918;
Waxlife;1;1;7919;
Fab Beat;1;1;7920;
Whilk & Misky;1;1;7921;
Addict Ameba;1;3;4013;
Samantha Lindo;1;8;1964;
BIG LEAF;2;5;2819;
Cassie Kinoshi;1;4;3319;
Pellegrino;2;5;2820;
Nino Nardini;2;10;1610;
Miranda Joan;2;5;2821;
DivineAngel;1;4;3320;
Rexy;1;3;4014;
Eurythmics;1;1;7922;
Anak Anak Abu;1;4;3321;
Madlib;1;4;3322;
Elori Saxl;1;4;3323;
Mad Honey;2;10;1611;
Samba Touré;1;4;3324;
I Marc 4;1;4;3325;
DjeuhDjoah;2;7;2207;
Ras G;1;6;2462;
Peter Zummo;2;9;1777;
Jin Yerei;1;4;3326;
Jazztronik;1;3;4015;
Baahdeas;1;6;2463;
Camille Yarbrough;1;1;7923;
A.C. Band;1;3;4016;
Steven Bamidele;2;3;4017;
Fruit Distro Collective;1;2;5285;
Los Brito;1;3;4018;
Furio di Castri;1;2;5286;
Squidgenini;1;4;3327;
Close Counters;7;10;1612;
SilentJay;2;6;2464;
Setwun;8;11;1479;
Kuzco;5;7;2208;
special Feelings;10;14;1142;
Rob LFO;8;13;1244;
Totek;2;7;2209;
Ziggy Zeitgeist;2;7;2210;
Gétatchèw Mèkurya;1;1;7924;
H31R;4;11;1480;
Chiminyo;5;6;2465;
DJ Food;1;1;7925;
Marla Kether;2;14;1143;
SHAH MARG;1;1;7926;
Alma De La Selva;1;2;5287;
Badge Époque Ensemble;1;2;5288;
Jahari Massamba Unit;2;3;4019;
Altrice;1;2;5289;
E-Swerve;1;2;5290;
Daniel Joshua;1;1;7927;
Dufresne;1;5;2822;
Audrey Powne;3;6;2466;
Laneous;1;3;4020;
Sestetto Dino Piana & Oscar Valdambrini;1;5;2823;
Christine Lewin;1;5;2824;
Ife Ogunjobi;1;5;2825;
Hokuto Sato;1;9;1778;
KuNa Maze;5;10;1613;
7FO;1;3;4021;
The Advisory Circle;1;1;7928;
Kx9000;1;5;2826;
Family Company;1;4;3328;
Trus'me;2;9;1779;
Izzy Wise;1;4;3329;
Ex Generation;2;9;1780;
Clara Hill;1;4;3330;
Black Grass;1;4;3331;
Gaby Hernandez;2;5;2827;
Visti's Vinyl Collective;1;8;1965;
Jairus Mozee;1;3;4022;
Claudja Barry;1;4;3332;
Justice Der;1;4;3333;
Mikey Enwright;1;6;2467;
Duran y Garcia;1;4;3334;
Ted Jasper;1;8;1966;
Pedro Campos;1;5;2828;
Vanessa Daou;1;4;3335;
Brian Nasty;11;27;550;
Igloo;1;4;3336;
Daniel Stark;1;7;2211;
Sunny Reyne;1;5;2829;
Jah One;1;12;1349;
Gotir Pestthumb;1;4;3337;
TC & the Groove Family;3;14;1144;
Ashnikko;1;1;7929;
Crihan;1;2;5291;
Waajeed;2;3;4023;
Jennifer Loveless;1;2;5292;
Gallegos;3;8;1967;
Social Lovers;2;8;1968;
Loz Goddard;2;4;3338;
Kai Alcé;2;4;3339;
Soichi Terada;2;3;4024;
James Bangura;1;1;7930;
Martin Georgi;1;3;4025;
ASH LAURYN;1;1;7931;
AceMo;1;1;7932;
High John;1;1;7933;
Aroma Pitch;1;1;7934;
J Boogie's Dubtronic Science;2;2;5293;
_Tillus;1;9;1781;
Klaus Layer;1;1;7935;
goodmood;1;1;7936;
Peace Orchestra;9;13;1245;
Sensorama;1;2;5294;
Quetzal;1;3;4026;
Alan Hawkshaw;1;4;3340;
Moonshine;1;3;4027;
Magugu;1;4;3341;
DJ Merci;1;1;7937;
Any Other;1;3;4028;
Kessoncoda;2;5;2830;
Abdullah Ibrahim;1;2;5295;
Simrit;1;1;7938;
Ami Warning;1;1;7939;
Satori;1;5;2831;
Food-Spotter;1;1;7940;
Depart;1;4;3342;
Gobi Desert Collective;1;5;2832;
Amentia;1;4;3343;
Ampermut;2;5;2833;
Lisandro (Ar);1;4;3344;
Tuba Twooz;1;4;3345;
Zuma Dionys;1;4;3346;
Pandhora;1;3;4029;
Uone;1;3;4030;
Yemanjo;1;3;4031;
Kalaman;1;3;4032;
Ben & Vincent;1;3;4033;
Cafe De Anatolia;2;4;3347;
Kyong Sono;1;3;4034;
Nhii;2;4;3348;
VHOOR;1;2;5296;
Marehemu George Mukabi;1;1;7941;
Arthur Prysock;1;1;7942;
Baro Sura;1;1;7943;
Lau Ro;1;4;3349;
Joyful Joyful;1;3;4035;
Astrocolor;16;54;271;
ELWD;1;2;5297;
Swooping;1;2;5298;
opek;2;4;3350;
OAKK;1;3;4036;
Ultraflex;1;2;5299;
Tom Caruana;1;3;4037;
sumohair;1;4;3351;
Tropics;1;2;5300;
RIP SWIRL;2;4;3352;
KAYYAK;2;4;3353;
Thes One;1;3;4038;
POLLENA;1;6;2468;
drwncvnt;1;3;4039;
OSQUELLO;1;4;3354;
Flabaire;1;2;5301;
Marek Hunhap;1;1;7944;
Bloom;1;1;7945;
anut;1;1;7946;
Ibelisse Guardia Ferragutti;1;2;5302;
Tukan;1;6;2469;
Lugo;1;4;3355;
BugigangaZ;1;5;2834;
Zephyr Wilder;1;6;2470;
DJ Drez;16;41;358;
Dj Counselling;1;4;3356;
Dennis.;1;3;4040;
Feed LA;2;10;1614;
Suki Sou;1;3;4041;
Shawn Lee;1;3;4042;
DJ Raff;1;4;3357;
Small World;1;2;5303;
Tango;1;1;7947;
The Labrats;1;1;7948;
Statik Sound System;1;1;7949;
jmj;1;1;7950;
Aquasky;1;1;7951;
James Bong;1;1;7952;
Hardfloor;1;1;7953;
Sapien;1;1;7954;
Shantel;1;1;7955;
Karma;1;1;7956;
Showroom Recordings;1;1;7957;
Jarl Flamar;1;6;2471;
Isobel Campbell;13;36;404;
The Expert;1;6;2472;
5K HD;1;10;1615;
Mixmaster Morris;1;5;2835;
Frank & Tony;3;7;2212;
Anf;1;8;1969;
Pat & Pats;1;6;2473;
NRMNT;1;6;2474;
Slackwax;1;5;2836;
Corker Conboy;1;6;2475;
Ạoris;1;5;2837;
Offthewally;3;8;1970;
Miki Ikhifa;3;24;635;
Antonio Zepeda;1;1;7958;
Incognito;1;1;7959;
Nathan Melja;1;1;7960;
"Joaquin ""Joe"" Claussell";2;3;4043;
OJ Son;1;1;7961;
Even Kicks;1;1;7962;
Esbe;2;2;5304;
Dirty Art Club;2;3;4044;
Tomasz Guiddo;2;20;774;
Claude Hirst;1;11;1481;
Waterworld;1;11;1482;
Japanese Television;1;8;1971;
Secret Tween;1;11;1483;
r mccarthy;1;8;1972;
helen island;1;10;1616;
Black Decelerant;1;8;1973;
Bluewerks;6;18;881;
Mike Midnight;1;16;997;
Eye;2;7;2213;
A.P.E.;1;7;2214;
Siddha-Funk;1;7;2215;
Koma Saxo;1;8;1974;
Sagor & Swing;3;15;1058;
Sim Nagai;1;19;828;
Red Hot Org;1;10;1617;
Eleven 76;1;21;741;
Equatoriale;1;23;673;
James Wyatt Crosby;1;7;2216;
SUN ATLAS;2;18;882;
Dariush;1;8;1975;
The Zawose Queens;1;20;775;
Hubert Daviz;8;14;1145;
Joash;1;7;2217;
The Regime;1;6;2476;
Belleruche;1;5;2838;
Cedric Freeman;1;4;3358;
Fredfades;2;13;1246;
Don Couto;1;6;2477;
oro azul;1;6;2478;
Yav;1;6;2479;
Raw Instinct;1;8;1976;
Marie Lung;4;13;1247;
boostive;10;25;602;
2LOT;1;6;2480;
Malombo Jazz Makers;1;5;2839;
Johnathan Hulett;1;5;2840;
Joshua Woolf;1;5;2841;
Marley Angel;1;5;2842;
Factoino Ganori;1;6;2481;
Cris Pop New;1;2;5305;
Floreana;1;5;2843;
Rod Modell;1;3;4045;
Nikosf.;1;5;2844;
Gianni Oddi;1;5;2845;
Alexander Sowinski;1;5;2846;
AAKASH;1;5;2847;
Siegfried Hart;1;5;2848;
Flammer Dance Band;2;9;1782;
Nenor;1;5;2849;
quibo;1;6;2482;
Francesca Heart;1;6;2483;
Rouge Rouge;1;5;2850;
Afar;10;22;706;
Sandals;1;5;2851;
Red Snapper;1;5;2852;
George Bloomfield;1;4;3359;
High Pulp;2;6;2484;
Earthtones;11;12;1350;
Harpsichord Canvas;1;3;4046;
Karin Krog;1;4;3360;
Avis;1;12;1351;
Optometry;1;2;5306;
Richard Dorfmeister;2;3;4047;
Osvaldo;1;2;5307;
Monaqee;1;2;5308;
Boundary;1;3;4048;
Eparapo;2;7;2218;
Earthling;1;2;5309;
Chris Joss;1;2;5310;
Why Kai;1;1;7963;
Felix Rösch;1;1;7964;
Redinho;1;14;1146;
Moow;1;1;7965;
KarlK;1;1;7966;
Café Del Mundo;1;1;7967;
Zeebee;1;1;7968;
Alex Serra;1;1;7969;
Al Fredo;1;1;7970;
Lassjo;1;2;5311;
Waagal;1;1;7971;
Kollmorgen;1;1;7972;
Kasbah;1;1;7973;
Ameli in the Woods;1;1;7974;
Molly McPhaul;1;1;7975;
iv-in;1;1;7976;
Pupkulies & Rebecca;1;1;7977;
Senbeï;1;1;7978;
Laurent Dury;1;1;7979;
Brent Lewis;1;3;4049;
Samuel L Session;1;3;4050;
Phran;1;9;1783;
Kim Yaffa;1;19;829;
Pavane;5;13;1248;
Mike Sanders;1;20;776;
...The World According to Billy Marvin;1;9;1784;
Bruk Rogers;2;12;1352;
Pleasurewood;3;11;1484;
COLA REN;1;10;1618;
Joshua Crumbly;11;29;510;
Fabio Viscogliosi;1;10;1619;
Cosmic Wildlife;1;8;1977;
Ishihonana;7;21;742;
Salomon;2;16;998;
Divorce From New York;10;26;575;
Blinky Bill;1;19;830;
Amy Gadiaga;9;115;91;🇬🇧 GB
Gee Lane;2;15;1059;
Cosmic Gate;1;1;7980;
Reagenz;1;2;5312;
Magic Mountain High;1;1;7981;
Acid Coco;1;14;1147;
Golden Rules;1;7;2219;
V;1;11;1485;
The South Hill Experiment;1;5;2853;
Morabeza Tobacco;1;12;1353;
Armando Young;1;4;3361;
Antena;1;6;2485;
Cari Cari;1;1;7982;
Parallel Dance Ensemble;1;4;3362;
Darius;4;10;1620;
Delilah Holliday;1;5;2854;
Nick Murphy;1;8;1978;
Avo Haroutounian;1;4;3363;
July Drama;1;4;3364;
Carl Bagge;1;7;2220;
Kaidi & NK-OK;1;5;2855;
Tal Arditi;1;2;5313;
Lapcat;1;3;4051;
The Odd 910;6;14;1148;
Falk Schönfelder;1;2;5314;
Cayetano;1;3;4052;
Guillaume Ferran;1;2;5315;
Oum Shatt;1;2;5316;
Sum'one;1;2;5317;
Slumb;1;2;5318;
Leila;1;3;4053;
Tigermilch;1;2;5319;
Sapajou;1;2;5320;
panama cardoon;1;3;4054;
Myart;1;2;5321;
Felix Kramer;1;2;5322;
Elis Noa;1;2;5323;
Pink Noise;1;3;4055;
tiki taka;1;2;5324;
ProleteR;1;3;4056;
Palast Orchester;1;3;4057;
Francesca Belmonte;1;2;5325;
Rayne;1;2;5326;
Ornette;1;1;7983;
scissorwork;1;6;2486;
Milan93;1;5;2856;
Doctor Bionic;1;5;2857;
Finn Rees;1;4;3365;
Ezra Feinberg;3;7;2221;
Duppy Tales;1;5;2858;
Froogle;1;4;3366;
Cyril Cyril;1;7;2222;
Don Rattray;1;11;1486;
Bloomhaus;1;13;1249;
Cody Matlock;1;5;2859;
Slowe;2;6;2487;
Richenel;1;5;2860;
Five and Tens;1;5;2861;
Kidkanevil;1;5;2862;
Courtesy;6;20;777;
Nate Mercereau;2;7;2223;
Foo Fighters;3;4;3367;
KOKO.IT;1;1;7984;
Arthur Hnatek;1;3;4058;
Kutmah;1;5;2863;
Flashbaxx;1;4;3368;
John Tenationexx;1;3;4059;
Khaled Marceline;1;4;3369;
bear garden;1;3;4060;
Ari Tsugi;1;2;5327;
The Solid Doctor;1;3;4061;
ABUELO;1;3;4062;
CV Vision;1;1;7985;
godblesscomputers;2;3;4063;
Kangding Ray;1;3;4064;
SBTRKT;1;3;4065;
wnbl;1;1;7986;
Ozoyo;1;1;7987;
Doechii;4;5;2864;
Siete Catorce;1;1;7988;
DOC SLEEP;1;2;5328;
brainwaltzera;1;1;7989;
Żyńy;1;1;7990;
Arhkota;1;1;7991;
Camilla Sparksss;1;4;3370;
Another Taste;4;14;1149;
Panoram;2;6;2488;
Franck Biyong;1;5;2865;
Voice Actor;1;4;3371;
A Song For You;1;4;3372;
Physical Therapy;1;4;3373;
Gleasxa Mali;1;2;5329;
Flore Laurentienne;1;1;7992;
Ms Ray;1;2;5330;
GENDEMA;1;2;5331;
Sophye Soliveau;1;3;4066;
Laika;1;2;5332;
Terekke;1;2;5333;
Petros Klampanis;1;3;4067;
Love Remain;1;1;7993;
theAngelcy;1;2;5334;
Great Mountain Fire;1;1;7994;
Mattiu;1;1;7995;
Mira Lu Kovacs;1;1;7996;
Eli;1;1;7997;
Tiflis Transit;1;1;7998;
Sean Koch;1;1;7999;
Mynth;1;1;8000;
Harold van Lennep;1;1;8001;
Chuala;1;1;8002;
Schvédranne;1;1;8003;
Ora the Molecule;1;1;8004;
WATCHING AIRPLANES;1;7;2224;
Attica Blues;1;6;2489;
Oscar + Martin;1;7;2225;
Binary Digit;1;6;2490;
BDRMM;1;6;2491;
Noonday Underground;1;6;2492;
SANAM;1;5;2866;
Yard Nule;1;3;4068;
Bass-o-Matic;1;5;2867;
Swish Jaguar;1;5;2868;
Unessential Oils;1;2;5335;
Easter;1;1;8005;
Kit Downes;1;2;5336;
Muzi;2;11;1487;
Discodeine;1;2;5337;
Paul Spring;1;2;5338;
Lionmilk;1;2;5339;
alOis;1;2;5340;
The Nielsen Valley;1;3;4069;
Keinseier;1;2;5341;
BARTOSZ KRUCZYŃSKI;1;2;5342;
Exploding Pig;1;2;5343;
Gaspar Claus;2;3;4070;
Jayne Amara Ross;1;1;8006;
Cemento Atlantico;1;2;5344;
Velly Joonas;1;1;8007;
Supalung;1;1;8008;
Golden Ivy;5;6;2493;
Ultramarine;1;2;5345;
Gregory Rogove;1;1;8009;
The Remote Viewer;1;2;5346;
Mermaid Chunky;2;3;4071;
Brian Green;1;1;8010;
Elías González;1;3;4072;
Lords of Lounge;1;4;3374;
Peel Dream Magazine;1;3;4073;
Yellow The Sun;1;2;5347;
Celia Hollander;2;4;3375;
Sounds Of New Soma;1;2;5348;
Single Rider;1;2;5349;
Paul St. Hilaire;1;2;5350;
Dowdelin;1;2;5351;
Dreamatic;1;1;8011;
Toma Kami;1;2;5352;
WaqWaq Kingdom;1;1;8012;
Larry Heard;2;11;1488;
Emily A. Sprague;2;2;5353;
OCA;1;1;8013;
Vague Imaginaires;1;1;8014;
Saqi;1;1;8015;
BoMEl;1;1;8016;
Deia;1;1;8017;
Diabi;1;2;5354;
Cava;3;10;1621;
Flèche Love;1;1;8018;
Duo Stiehler/Lucaciu;1;1;8019;
Steven Julien;3;6;2494;
Danika;1;4;3376;
frequencyexclusive;1;4;3377;
Urbs;1;2;5355;
Sun Dog;1;5;2869;
Beesagz Voigags;1;2;5356;
Spirit Blue;1;2;5357;
Il Est Vilaine;2;4;3378;
Volodja Brodsky;1;1;8020;
Swim Surreal;1;1;8021;
TrickPony;5;8;1979;
Bostro Pesopeo;2;3;4074;
Bassolino;1;1;8022;
Blanco White;1;1;8023;
Kiskadee;1;1;8024;
Suarasama;1;3;4075;
Ali Sethi;1;1;8025;
Giorgio Tuma;1;1;8026;
VIDEOTAPEMUSIC;1;1;8027;
Doc Rhombus;1;2;5358;
Marina Herlop;2;2;5359;
Laíz;1;3;4076;
Piero Piccioni;1;1;8028;
The Point.;1;1;8029;
Portishead;1;1;8030;
Nathan Haines;3;5;2870;
Austyn Gillette;1;1;8031;
Psychemagik;1;2;5360;
Max Sinàl;3;18;883;
J Star;1;1;8032;
Superpoze;1;1;8033;
Limón Limón;1;2;5361;
Uma;1;1;8034;
Orange;1;1;8035;
Iñigo Montoya;1;1;8036;
Nihils;1;2;5362;
Cellz;1;2;5363;
Alban Claudin;1;1;8037;
Johnny Thunders;1;2;5364;
Herbert Pixner Projekt;3;7;2226;
Zombie Nation;1;1;8038;
Yannis & The Yaw;7;9;1785;
Simon Erics;1;2;5365;
Mariama;1;3;4077;
Eli Riccardi;1;2;5366;
Thylacine;1;1;8039;
Chinese Man;1;2;5367;
Cuarto Mundo;1;2;5368;
Buscemi;1;1;8040;
momo.;3;4;3379;
Lea Lisa;3;3;4078;
Föllakzoid;2;2;5369;
Otto;1;2;5370;
LTJ Bukem;2;2;5371;
Marco Zannone;1;2;5372;
Bakermat;1;1;8041;
Keizan;1;1;8042;
Tâches;1;2;5373;
Benjamin Clementine;1;1;8043;
Evinka;1;1;8044;
Yemen Blues;5;6;2495;
Reyna Tropical;21;140;67;🇺🇸 US
Klint;1;4;3380;
Ethyène;2;4;3381;
Pablo Bolivar;2;5;2871;
