Name;Tracks;Scrobbles;Rank
"Freak Heat Waves";"3";"9";"1737"
"Dettinger";"1";"3";"3921"
"Reinhard Voigt";"2";"7";"2153"
"Mike Ink";"1";"2";"5148"
"Schaeben & Voss";"1";"2";"5149"
"M:I:5";"1";"2";"5150"
"Hug";"1";"2";"5151"
"Wassermann";"1";"2";"5152"
"John Tejada";"2";"6";"2412"
"Gas";"1";"2";"5153"
"Triola";"1";"1";"7791"
"Stepan Konicek";"1";"1";"7792"
"Frankie Goes to Hollywood";"1";"1";"7793"
"Helene Fischer";"1";"1";"7794"
"Hugh Martin";"1";"1";"7795"
"Slade";"1";"2";"5154"
"Tom Petty and The Heartbreakers";"1";"1";"7796"
"The Drifters";"1";"1";"7797"
"Burl Ives";"1";"1";"7798"
"Mel Tormé";"1";"1";"7799"
"Melanie Thornton";"1";"1";"7800"
"Charles Brown";"1";"1";"7801"
"Michael Jackson";"1";"1";"7802"
"Cliff Richard";"1";"1";"7803"
"Johnny Cash";"1";"1";"7804"
"Art Garfunkel";"1";"1";"7805"
"Bobby Helms";"1";"1";"7806"
"Natalie Cole";"1";"1";"7807"
"Sammy Davis, Jr.";"1";"1";"7808"
"King Curtis";"1";"1";"7809"
"Bryan Adams";"1";"2";"5155"
"Rolf Zuckowski";"1";"1";"7810"
"Henry John Gauntlett";"1";"1";"7811"
"Philip Stopford";"1";"1";"7812"
"William J. Kirkpatrick";"1";"1";"7813"
"Academy of St Martin in the Fields Chorus";"1";"1";"7814"
"Este'S Psalter, 1592";"1";"1";"7815"
"Bob Chilcott";"1";"1";"7816"
"Franz Xaver Gruber";"1";"1";"7817"
"Howard Blake";"1";"1";"7818"
"John Rutter";"3";"3";"3922"
"The City of Prague Philharmonic Orchestra";"1";"1";"7819"
"James Lord Pierpont";"1";"1";"7820"
"Sabrina Carpenter";"2";"2";"5156"
"Anonymous";"2";"2";"5157"
"Morten Lauridsen";"1";"1";"7821"
"John Goss";"1";"1";"7822"
"Rufus Wainwright";"1";"1";"7823"
"Harold Darke";"1";"1";"7824"
"V V Brown";"11";"11";"1441"
"Taylor Haskins";"1";"2";"5158"
"Dry Cleaning";"1";"5";"2747"
"Ron Everett";"1";"2";"5159"
"Matthias Vogt";"7";"10";"1569"
"Michel Portal";"2";"18";"855"
"Perfect Angels";"1";"3";"3923"
"Fazer";"2";"3";"3924"
"Baby Cool";"1";"7";"2154"
"Bowes Road Band";"1";"2";"5160"
"Pecas";"1";"17";"913"
"Lolina";"1";"3";"3925"
"New Composers";"2";"3";"3926"
"Błoto";"1";"2";"5161"
"Traffik Island";"1";"2";"5162"
"Freya Roy";"1";"2";"5163"
"LA LOM";"2";"4";"3219"
"Maston";"2";"15";"1028"
"Ilyich";"1";"8";"1913"
"Dana and Alden";"1";"10";"1570"
"La marche bleue";"2";"25";"578"
"Keshavara";"9";"37";"384"
"Bel Cobain";"2";"11";"1442"
"Barry Walker Jr.";"1";"10";"1571"
"Uto";"2";"10";"1572"
"Carbeau";"1";"8";"1914"
"Natural Wonder Beauty Concept";"2";"11";"1443"
"Donna Thompson";"1";"7";"2155"
"Hether";"2";"13";"1208"
"Cabrita";"1";"5";"2748"
"BEA1991";"1";"7";"2156"
"hermanito";"1";"9";"1738"
"Maayan Nidam";"1";"12";"1320"
"Summer Vee";"1";"16";"968"
"Qwalia";"4";"24";"611"
"Lapgan";"1";"9";"1739"
"Conic Rose";"2";"8";"1915"
"Louis Fontaine";"1";"6";"2413"
"Niecy Blues";"1";"7";"2157"
"33.3";"1";"11";"1444"
"Stephen Shannon";"1";"4";"3220"
"Zeb Samuels";"1";"5";"2749"
"Raquel Martins";"2";"10";"1573"
"Macadam Crocodile";"1";"9";"1740"
"LPTHERAPPER";"1";"5";"2750"
"Phi-Psonics";"1";"6";"2414"
"Polygonia";"2";"10";"1574"
"Rudi Creswick";"1";"4";"3221"
"Sofia Grant";"2";"4";"3222"
"Black Jesus Experience";"1";"4";"3223"
"Emahoy Tsege Mariam Gebru";"1";"4";"3224"
"Lauren Auder";"1";"3";"3927"
"Pedro Mizutani";"4";"14";"1106"
"ML Buch";"2";"13";"1209"
"JazzZ";"2";"20";"748"
"Fuz";"1";"3";"3928"
"Pale Blue";"1";"4";"3225"
"Mia Doi Todd";"1";"13";"1210"
"Chocolate Hills";"1";"4";"3226"
"Vincent Gericke";"1";"10";"1575"
"V.C.R";"1";"1";"7825"
"Balimaya Project";"1";"3";"3929"
"Bassline";"1";"3";"3930"
"Hannah Miette";"1";"8";"1916"
"Alice Smith";"1";"2";"5164"
"Kansado";"1";"2";"5165"
"Azamiah";"5";"11";"1445"
"Jonathan Fitoussi";"1";"4";"3227"
"Vincent Jäger";"1";"12";"1321"
"Roy Nathanson";"1";"1";"7826"
"Don Leisure";"2";"4";"3228"
"Framix";"1";"2";"5166"
"Tom Skinner";"1";"2";"5167"
"Jonnine";"2";"5";"2751"
"Y La Bamba";"1";"2";"5168"
"The Park";"1";"2";"5169"
"Discovery Zone";"2";"5";"2752"
"Sally Oldfield";"1";"1";"7827"
"Λένα Πλάτωνος";"1";"2";"5170"
"Nick Walters";"1";"2";"5171"
"Jamie Leeming";"1";"1";"7828"
"Andrew Underberg";"4";"9";"1741"
"Blake Roman";"2";"3";"3931"
"DJ Oil";"7";"9";"1742"
"Tanhai Collective";"3";"4";"3229"
"Parbleu";"3";"3";"3932"
"Yan Tregger";"1";"1";"7829"
"Hiro Ama";"5";"10";"1576"
"Lect Drecs";"1";"4";"3230"
"NATE08";"5";"11";"1446"
"John Stammers";"1";"1";"7830"
"Thandi Ntuli";"1";"2";"5172"
"Ariel Kalma";"1";"1";"7831"
"Nice Girl";"2";"2";"5173"
"Tuulikki Bartosik";"1";"3";"3933"
"Dan Hastie";"2";"7";"2158"
"Buscabulla";"1";"3";"3934"
"ddwy";"2";"7";"2159"
"Matt Wilde";"1";"3";"3935"
"Labelle";"1";"4";"3231"
"Via Mardot";"1";"3";"3936"
"Ed Mount";"1";"3";"3937"
"Degrees of Freedom";"1";"2";"5174"
"Loraine James";"1";"3";"3938"
"Ciao Ciao Marigold";"4";"17";"914"
"Clément Froissart";"2";"10";"1577"
"Louis Carnell";"1";"1";"7832"
"Daylight Robbery!";"13";"27";"528"
"ALAASKA";"2";"13";"1211"
"The Stance Brothers";"2";"9";"1743"
"Smith & Mighty";"1";"1";"7833"
"Los Mirlos";"2";"2";"5175"
"Juaneco y su Combo";"1";"1";"7834"
"Los Destellos";"2";"2";"5176"
"Los Diablos Rojos";"1";"1";"7835"
"Azmari";"2";"5";"2753"
"Rome Sithammarat";"1";"5";"2754"
"Achtung Wunst";"1";"5";"2755"
"Mykki Blanco";"1";"4";"3232"
"Demuja";"1";"8";"1917"
"Arthur Liory";"1";"4";"3233"
"Purelink";"1";"3";"3939"
"Tremendous Aron";"5";"11";"1447"
"Duffy x Uhlmann";"2";"11";"1448"
"Nathalie Joachim";"1";"4";"3234"
"Mathieu Pelletier-Gagnon";"1";"2";"5177"
"Mezerg";"3";"11";"1449"
"Anne Paceo";"2";"17";"915"
"Traditional Bulgarian";"1";"8";"1918"
"Mirabai Ceiba";"1";"6";"2415"
"Mama Oliver";"1";"2";"5178"
"Scone Cash Players";"1";"4";"3235"
"Khiliath";"1";"2";"5179"
"Lefto Early Bird";"3";"8";"1919"
"First Beige";"1";"7";"2160"
"Sulkhan Tsintsadze";"1";"1";"7836"
"Béla Bartók";"2";"2";"5180"
"Randal Fisher";"12";"48";"298"
"Louise Farrenc";"59";"68";"197"
"Hinako Omori";"2";"3";"3940"
"Jacob Slade";"1";"4";"3236"
"Pekka Pohjola";"1";"2";"5181"
"Weste";"1";"11";"1450"
"Konkolo Orchestra";"8";"29";"491"
"Claudio Suriano";"1";"5";"2756"
"Lucas Arruda";"1";"2";"5182"
"Malena Zavala";"1";"15";"1029"
"Edmondson";"3";"8";"1920"
"Malcolm Strachan";"1";"14";"1107"
"E. Lundquist";"2";"5";"2757"
"Scribble";"1";"7";"2161"
"Peter Somuah";"12";"26";"552"
"Philipp Johann Thimm";"2";"4";"3237"
"Dina Ögon";"2";"11";"1451"
"Kluztunk";"1";"3";"3941"
"Cole Pulice";"1";"2";"5183"
"oreglo";"2";"8";"1921"
"Hauschka";"1";"3";"3942"
"Kofi Flexxx";"1";"2";"5184"
"Energy Exchange Ensemble";"7";"43";"325"
"Vusi Mahlasela";"1";"2";"5185"
"Bernard Fevre";"1";"3";"3943"
"Origāmi";"1";"4";"3238"
"Will Connell";"1";"2";"5186"
"Suedejazz Collective";"1";"2";"5187"
"Opez";"2";"3";"3944"
"Kay Slice";"1";"4";"3239"
"Forever Pavot";"1";"5";"2758"
"Frank Harris";"1";"2";"5188"
"Shaka Lion";"1";"3";"3945"
"Błażej Malinowski";"1";"1";"7837"
"Karsten Houmark Quartet";"1";"7";"2162"
"Sonzeira";"11";"20";"749"
"AshK";"1";"4";"3240"
"U-Zhaan";"2";"5";"2759"
"Daisy Rickman";"1";"4";"3241"
"Magic In Threes";"4";"9";"1744"
"Quantic and his Combo Bárbaro";"12";"87";"143"
"Mazie";"1";"1";"7838"
"Tutankhamun";"3";"5";"2760"
"Anna B Savage";"6";"15";"1030"
"Uiss Kherte";"1";"4";"3242"
"Skuas";"1";"2";"5189"
"Scientist";"1";"2";"5190"
"Moogroove";"1";"2";"5191"
"Jeroen Vink";"1";"2";"5192"
"Proxyan";"1";"2";"5193"
"Basic-Variation";"1";"2";"5194"
"Hypnobeat";"1";"2";"5195"
"Cabaret Voltaire";"1";"2";"5196"
"The Order";"1";"2";"5197"
"The Other People Place";"2";"7";"2163"
"$tinkworx";"1";"2";"5198"
"Jonny L";"1";"2";"5199"
"Logue";"1";"2";"5200"
"A²";"1";"2";"5201"
"Sansibar";"1";"2";"5202"
"Family Unit";"1";"2";"5203"
"Iridium";"1";"2";"5204"
"Jean-Claude Petit";"1";"2";"5205"
"John Kongos";"1";"1";"7839"
"Paris Green";"1";"1";"7840"
"Akira Ishikawa & Count Buffaloes";"1";"2";"5206"
"memory of jane";"2";"6";"2416"
"Proc Fiskal";"1";"3";"3946"
"Miki Hirayama";"1";"2";"5207"
"SSIEGE";"1";"2";"5208"
"Gene Sikora";"1";"1";"7841"
"Coby Sey";"2";"4";"3243"
"Hector Morlet";"1";"3";"3947"
"David Darling & the Wulu Bunun";"1";"4";"3244"
"Stanford Lin";"1";"2";"5209"
"Fatima Al Qadiri";"1";"3";"3948"
"Dadamnphreaknoizphunk";"1";"1";"7842"
"Inventions";"1";"2";"5210"
"Ustad Noor Bakhsh";"1";"8";"1922"
"Nick Warren";"1";"10";"1578"
"abacothozi";"1";"1";"7843"
"Roger Webb";"1";"4";"3245"
"Robert Vanderbilt";"1";"3";"3949"
"Dominique Lawalrée";"1";"4";"3246"
"Sonar Kollektiv Orchester";"1";"4";"3247"
"Judie Tzuke";"1";"3";"3950"
"Les Hommes";"1";"3";"3951"
"Ludwig A.F.";"2";"4";"3248"
"Peace Flag Ensemble";"1";"3";"3952"
"Jakob Apelian";"1";"12";"1322"
"The PutBacks";"1";"3";"3953"
"The Boogie Man";"1";"2";"5211"
"Jas Kayser";"1";"2";"5212"
"Munir Hossn";"2";"4";"3249"
"Lawrence";"2";"3";"3954"
"Theodor";"14";"115";"87"
"J Majik";"1";"2";"5213"
"Dezron Douglas";"2";"7";"2164"
"Volta Jazz";"1";"2";"5214"
"Frantz Casseus";"1";"4";"3250"
"Dream Sitch";"1";"4";"3251"
"Sávila";"2";"4";"3252"
"Yuuf";"2";"5";"2761"
"Ebony Steel Band";"1";"2";"5215"
"The Lounge Lizards";"1";"2";"5216"
"Blue Lake";"1";"3";"3955"
"Dreamscapes";"1";"4";"3253"
"Dungen";"1";"4";"3254"
"sahra";"1";"2";"5217"
"Emil Amos";"1";"4";"3255"
"Clats Pesmygz";"1";"2";"5218"
"Arawak";"1";"3";"3956"
"Craven Faults";"1";"2";"5219"
"Bobby ""Blue"" Bland";"10";"20";"750"
"Petite Noir";"1";"1";"7844"
"Synapson";"1";"4";"3256"
"Bernard Lavilliers";"1";"1";"7845"
"Gaël Faye";"1";"1";"7846"
"Plutonio";"1";"1";"7847"
"Tess Hirst";"1";"2";"5220"
"Giovanni Venosta";"1";"2";"5221"
"Juan Atkins";"7";"8";"1923"
"Le Cri du Caire";"1";"2";"5222"
"Sūn Byrd";"1";"1";"7848"
"Angelo Outlaw";"2";"3";"3957"
"Lloyd Miller";"1";"1";"7849"
"KATZROAR";"11";"21";"719"
"David Storrs";"1";"1";"7850"
"Omertà";"1";"1";"7851"
"BRAHJA";"2";"3";"3958"
"Antibalas Afrobeat Orchestra";"2";"2";"5223"
"Grand Blanc";"1";"2";"5224"
"Granfergo";"1";"4";"3257"
"The Diddys";"1";"5";"2762"
"Pure Colors";"1";"4";"3258"
"Nicolas Michaux";"1";"5";"2763"
"Harry McNally";"1";"6";"2417"
"DJ Rodriguez";"1";"2";"5225"
"Cavolo Nero";"2";"18";"856"
"Oko Ebombo";"1";"3";"3959"
"The Brothers Nylon";"1";"5";"2764"
"Detroit Rising";"2";"4";"3259"
"Ace of Base";"3";"5";"2765"
"Ëda Diaz";"10";"29";"492"
"Roufaida";"1";"14";"1108"
"Ahtrioh";"1";"4";"3260"
"Niclas Knudsen";"1";"3";"3960"
"Blick Bassy";"2";"4";"3261"
"Isaac Birituro & The Rail Abandon";"1";"1";"7852"
"Claudio Olachea";"1";"2";"5226"
"Cold Diamond & Mink";"1";"3";"3961"
"Black Sea Dahu";"1";"3";"3962"
"Vincent Gallo";"1";"4";"3262"
"Adi Oasis";"22";"74";"173"
"Carrie Cleveland";"1";"3";"3963"
"Steve Gunn";"1";"4";"3263"
"Eddie Okwedy";"1";"2";"5227"
"Kaya Thomas-Dyke";"1";"2";"5228"
"Amara Touré";"5";"8";"1924"
"Torch Song";"1";"2";"5229"
"Jolly Mare";"1";"2";"5230"
"Simeon ten Holt";"1";"1";"7853"
"Colman Brothers";"1";"1";"7854"
"East-West";"1";"2";"5231"
"Omri Smadar";"1";"2";"5232"
"Pelada";"1";"2";"5233"
"Uk Electro";"1";"2";"5234"
"Dan Curtin";"1";"2";"5235"
"Carli";"1";"2";"5236"
"Jensen Interceptor";"1";"2";"5237"
"Surusinghe";"1";"2";"5238"
"Anna Wall";"1";"2";"5239"
"Hodge";"1";"2";"5240"
"Jeigo";"1";"2";"5241"
"Villager";"1";"1";"7855"
"Breaka";"1";"1";"7856"
"Patty Waters";"1";"1";"7857"
"PS5";"1";"1";"7858"
"Benedek";"2";"3";"3964"
"Gyedu-Blay Ambolley";"3";"6";"2418"
"John Zorn";"2";"2";"5242"
"Age Of Love";"1";"5";"2766"
"The Good Ones";"1";"4";"3264"
"Caoilfhionn Rose";"2";"7";"2165"
"ROOBY JEANTAL";"1";"5";"2767"
"Al Quetz";"1";"4";"3265"
"Migra";"1";"1";"7859"
"Chairman Maf";"1";"1";"7860"
"Argatu'";"1";"1";"7861"
"Antaares";"1";"1";"7862"
"Waxlife";"1";"1";"7863"
"Fab Beat";"1";"1";"7864"
"Whilk & Misky";"1";"1";"7865"
"Addict Ameba";"1";"3";"3965"
"Samantha Lindo";"1";"8";"1925"
"BIG LEAF";"2";"5";"2768"
"Cassie Kinoshi";"1";"4";"3266"
"Pellegrino";"2";"5";"2769"
"Nino Nardini";"2";"10";"1579"
"Miranda Joan";"2";"5";"2770"
"DivineAngel";"1";"4";"3267"
"Rexy";"1";"3";"3966"
"Eurythmics";"1";"1";"7866"
"Anak Anak Abu";"1";"4";"3268"
"Madlib";"1";"4";"3269"
"Elori Saxl";"1";"4";"3270"
"Mad Honey";"2";"10";"1580"
"Samba Touré";"1";"4";"3271"
"I Marc 4";"1";"4";"3272"
"DjeuhDjoah";"2";"7";"2166"
"Ras G";"1";"6";"2419"
"Peter Zummo";"2";"9";"1745"
"Jin Yerei";"1";"4";"3273"
"Jazztronik";"1";"3";"3967"
"Baahdeas";"1";"6";"2420"
"Camille Yarbrough";"1";"1";"7867"
"A.C. Band";"1";"3";"3968"
"Steven Bamidele";"2";"3";"3969"
"Fruit Distro Collective";"1";"2";"5243"
"Los Brito";"1";"3";"3970"
"Furio di Castri";"1";"2";"5244"
"Squidgenini";"1";"4";"3274"
"Close Counters";"7";"10";"1581"
"SilentJay";"2";"6";"2421"
"Setwun";"8";"11";"1452"
"Kuzco";"5";"7";"2167"
"special Feelings";"10";"14";"1109"
"Rob LFO";"8";"13";"1212"
"Totek";"2";"7";"2168"
"Ziggy Zeitgeist";"2";"7";"2169"
"Gétatchèw Mèkurya";"1";"1";"7868"
"H31R";"4";"11";"1453"
"Chiminyo";"4";"5";"2771"
"DJ Food";"1";"1";"7869"
"Marla Kether";"2";"14";"1110"
"SHAH MARG";"1";"1";"7870"
"Alma De La Selva";"1";"2";"5245"
"Badge Époque Ensemble";"1";"2";"5246"
"Jahari Massamba Unit";"2";"3";"3971"
"Altrice";"1";"2";"5247"
"E-Swerve";"1";"2";"5248"
"Daniel Joshua";"1";"1";"7871"
"Dufresne";"1";"5";"2772"
"Audrey Powne";"3";"6";"2422"
"Laneous";"1";"3";"3972"
"Sestetto Dino Piana & Oscar Valdambrini";"1";"5";"2773"
"Christine Lewin";"1";"5";"2774"
"Ife Ogunjobi";"1";"5";"2775"
"Hokuto Sato";"1";"9";"1746"
"KuNa Maze";"5";"10";"1582"
"7FO";"1";"3";"3973"
"The Advisory Circle";"1";"1";"7872"
"Kx9000";"1";"5";"2776"
"Family Company";"1";"4";"3275"
"Trus'me";"2";"9";"1747"
"Izzy Wise";"1";"4";"3276"
"Ex Generation";"2";"9";"1748"
"Clara Hill";"1";"4";"3277"
"Black Grass";"1";"4";"3278"
"Gaby Hernandez";"2";"5";"2777"
"Visti's Vinyl Collective";"1";"8";"1926"
"Jairus Mozee";"1";"3";"3974"
"Claudja Barry";"1";"4";"3279"
"Justice Der";"1";"4";"3280"
"Mikey Enwright";"1";"6";"2423"
"Duran y Garcia";"1";"4";"3281"
"Ted Jasper";"1";"8";"1927"
"Pedro Campos";"1";"5";"2778"
"Vanessa Daou";"1";"4";"3282"
"Brian Nasty";"11";"18";"857"
"Igloo";"1";"4";"3283"
"Daniel Stark";"1";"7";"2170"
"Sunny Reyne";"1";"5";"2779"
"Jah One";"1";"12";"1323"
"Gotir Pestthumb";"1";"4";"3284"
"TC & the Groove Family";"3";"14";"1111"
"Ashnikko";"1";"1";"7873"
"Crihan";"1";"2";"5249"
"Waajeed";"2";"3";"3975"
"Jennifer Loveless";"1";"2";"5250"
"Gallegos";"3";"8";"1928"
"Social Lovers";"2";"8";"1929"
"Loz Goddard";"2";"4";"3285"
"Kai Alcé";"2";"4";"3286"
"Soichi Terada";"2";"3";"3976"
"James Bangura";"1";"1";"7874"
"Martin Georgi";"1";"3";"3977"
"ASH LAURYN";"1";"1";"7875"
"AceMo";"1";"1";"7876"
"High John";"1";"1";"7877"
"Aroma Pitch";"1";"1";"7878"
"J Boogie's Dubtronic Science";"2";"2";"5251"
"_Tillus";"1";"9";"1749"
"Klaus Layer";"1";"1";"7879"
"goodmood";"1";"1";"7880"
"Peace Orchestra";"9";"13";"1213"
"Sensorama";"1";"2";"5252"
"Quetzal";"1";"3";"3978"
"Alan Hawkshaw";"1";"4";"3287"
"Moonshine";"1";"3";"3979"
"Magugu";"1";"4";"3288"
"DJ Merci";"1";"1";"7881"
"Any Other";"1";"3";"3980"
"Kessoncoda";"2";"5";"2780"
"Abdullah Ibrahim";"1";"2";"5253"
"Simrit";"1";"1";"7882"
"Ami Warning";"1";"1";"7883"
"Satori";"1";"5";"2781"
"Food-Spotter";"1";"1";"7884"
"Depart";"1";"4";"3289"
"Gobi Desert Collective";"1";"5";"2782"
"Amentia";"1";"4";"3290"
"Ampermut";"2";"5";"2783"
"Lisandro (Ar)";"1";"4";"3291"
"Tuba Twooz";"1";"4";"3292"
"Zuma Dionys";"1";"4";"3293"
"Pandhora";"1";"3";"3981"
"Uone";"1";"3";"3982"
"Yemanjo";"1";"3";"3983"
"Kalaman";"1";"3";"3984"
"Ben & Vincent";"1";"3";"3985"
"Cafe De Anatolia";"2";"4";"3294"
"Kyong Sono";"1";"3";"3986"
"Nhii";"2";"4";"3295"
"VHOOR";"1";"2";"5254"
"Marehemu George Mukabi";"1";"1";"7885"
"Arthur Prysock";"1";"1";"7886"
"Baro Sura";"1";"1";"7887"
"Lau Ro";"1";"4";"3296"
"Joyful Joyful";"1";"3";"3987"
"Astrocolor";"16";"54";"261"
"ELWD";"1";"2";"5255"
"Swooping";"1";"2";"5256"
"opek";"1";"3";"3988"
"OAKK";"1";"3";"3989"
"Ultraflex";"1";"2";"5257"
"Tom Caruana";"1";"3";"3990"
"sumohair";"1";"4";"3297"
"Tropics";"1";"2";"5258"
"RIP SWIRL";"2";"4";"3298"
"KAYYAK";"2";"4";"3299"
"Thes One";"1";"3";"3991"
"POLLENA";"1";"6";"2424"
"drwncvnt";"1";"3";"3992"
"OSQUELLO";"1";"4";"3300"
"Flabaire";"1";"2";"5259"
"Marek Hunhap";"1";"1";"7888"
"Bloom";"1";"1";"7889"
"anut";"1";"1";"7890"
"Ibelisse Guardia Ferragutti";"1";"2";"5260"
"Tukan";"1";"6";"2425"
"Lugo";"1";"4";"3301"
"BugigangaZ";"1";"5";"2784"
"Zephyr Wilder";"1";"6";"2426"
"DJ Drez";"16";"41";"348"
"Dj Counselling";"1";"4";"3302"
"Dennis.";"1";"3";"3993"
"Feed LA";"2";"10";"1583"
"Suki Sou";"1";"3";"3994"
"Shawn Lee";"1";"3";"3995"
"DJ Raff";"1";"4";"3303"
"Small World";"1";"2";"5261"
"Tango";"1";"1";"7891"
"The Labrats";"1";"1";"7892"
"Statik Sound System";"1";"1";"7893"
"jmj";"1";"1";"7894"
"Aquasky";"1";"1";"7895"
"James Bong";"1";"1";"7896"
"Hardfloor";"1";"1";"7897"
"Sapien";"1";"1";"7898"
"Shantel";"1";"1";"7899"
"Karma";"1";"1";"7900"
"Showroom Recordings";"1";"1";"7901"
"Jarl Flamar";"1";"5";"2785"
"Isobel Campbell";"13";"25";"579"
"The Expert";"1";"6";"2427"
"5K HD";"1";"10";"1584"
"Mixmaster Morris";"1";"5";"2786"
"Frank & Tony";"3";"7";"2171"
"Anf";"1";"8";"1930"
"Pat & Pats";"1";"6";"2428"
"NRMNT";"1";"6";"2429"
"Slackwax";"1";"5";"2787"
"Corker Conboy";"1";"6";"2430"
"Ạoris";"1";"5";"2788"
"Offthewally";"3";"8";"1931"
"Miki Ikhifa";"3";"24";"612"
"Antonio Zepeda";"1";"1";"7902"
"Incognito";"1";"1";"7903"
"Nathan Melja";"1";"1";"7904"
"Joaquin ""Joe"" Claussell";"2";"3";"3996"
"OJ Son";"1";"1";"7905"
"Even Kicks";"1";"1";"7906"
"Esbe";"2";"2";"5262"
"Dirty Art Club";"2";"3";"3997"
"Tomasz Guiddo";"2";"20";"751"
"Claude Hirst";"1";"11";"1454"
"Waterworld";"1";"11";"1455"
"Japanese Television";"1";"8";"1932"
"Secret Tween";"1";"11";"1456"
"r mccarthy";"1";"8";"1933"
"helen island";"1";"10";"1585"
"Black Decelerant";"1";"8";"1934"
"Bluewerks";"6";"18";"858"
"Mike Midnight";"1";"16";"969"
"Eye";"2";"7";"2172"
"A.P.E.";"1";"7";"2173"
"Siddha-Funk";"1";"7";"2174"
"Koma Saxo";"1";"8";"1935"
"Sagor & Swing";"3";"15";"1031"
"Sim Nagai";"1";"19";"805"
"Red Hot Org";"1";"10";"1586"
"Eleven 76";"1";"21";"720"
"Equatoriale";"1";"23";"647"
"James Wyatt Crosby";"1";"7";"2175"
"SUN ATLAS";"2";"18";"859"
"Dariush";"1";"8";"1936"
"The Zawose Queens";"1";"20";"752"
"Hubert Daviz";"8";"14";"1112"
"Joash";"1";"7";"2176"
"The Regime";"1";"6";"2431"
"Belleruche";"1";"5";"2789"
"Cedric Freeman";"1";"4";"3304"
"Fredfades";"2";"13";"1214"
"Don Couto";"1";"6";"2432"
"oro azul";"1";"6";"2433"
"Yav";"1";"6";"2434"
"Raw Instinct";"1";"8";"1937"
"Marie Lung";"4";"13";"1215"
"boostive";"10";"25";"580"
"2LOT";"1";"6";"2435"
"Malombo Jazz Makers";"1";"5";"2790"
"Johnathan Hulett";"1";"5";"2791"
"Joshua Woolf";"1";"5";"2792"
"Marley Angel";"1";"5";"2793"
"Factoino Ganori";"1";"6";"2436"
"Cris Pop New";"1";"2";"5263"
"Floreana";"1";"5";"2794"
"Rod Modell";"1";"3";"3998"
"Nikosf.";"1";"5";"2795"
"Gianni Oddi";"1";"5";"2796"
"Alexander Sowinski";"1";"5";"2797"
"AAKASH";"1";"5";"2798"
"Siegfried Hart";"1";"5";"2799"
"Flammer Dance Band";"2";"9";"1750"
"Nenor";"1";"5";"2800"
"quibo";"1";"6";"2437"
"Francesca Heart";"1";"6";"2438"
"Rouge Rouge";"1";"5";"2801"
"Afar";"10";"22";"680"
"Sandals";"1";"5";"2802"
"Red Snapper";"1";"5";"2803"
"George Bloomfield";"1";"4";"3305"
"High Pulp";"2";"6";"2439"
"Earthtones";"11";"12";"1324"
"Harpsichord Canvas";"1";"3";"3999"
"Karin Krog";"1";"4";"3306"
"Avis";"1";"12";"1325"
"Optometry";"1";"2";"5264"
"Richard Dorfmeister";"2";"3";"4000"
"Osvaldo";"1";"2";"5265"
"Monaqee";"1";"2";"5266"
"Boundary";"1";"3";"4001"
"Eparapo";"2";"7";"2177"
"Earthling";"1";"2";"5267"
"Chris Joss";"1";"2";"5268"
"Why Kai";"1";"1";"7907"
"Felix Rösch";"1";"1";"7908"
"Redinho";"1";"13";"1216"
"Moow";"1";"1";"7909"
"KarlK";"1";"1";"7910"
"Café Del Mundo";"1";"1";"7911"
"Zeebee";"1";"1";"7912"
"Alex Serra";"1";"1";"7913"
"Al Fredo";"1";"1";"7914"
"Lassjo";"1";"2";"5269"
"Waagal";"1";"1";"7915"
"Kollmorgen";"1";"1";"7916"
"Kasbah";"1";"1";"7917"
"Ameli in the Woods";"1";"1";"7918"
"Molly McPhaul";"1";"1";"7919"
"iv-in";"1";"1";"7920"
"Pupkulies & Rebecca";"1";"1";"7921"
"Senbeï";"1";"1";"7922"
"Laurent Dury";"1";"1";"7923"
"Brent Lewis";"1";"3";"4002"
"Samuel L Session";"1";"3";"4003"
"Phran";"1";"8";"1938"
"Kim Yaffa";"1";"19";"806"
"Pavane";"5";"13";"1217"
"Mike Sanders";"1";"20";"753"
"...The World According to Billy Marvin";"1";"9";"1751"
"Bruk Rogers";"2";"12";"1326"
"Pleasurewood";"3";"11";"1457"
"COLA REN";"1";"10";"1587"
"Joshua Crumbly";"11";"29";"493"
"Fabio Viscogliosi";"1";"10";"1588"
"Cosmic Wildlife";"1";"8";"1939"
"Ishihonana";"7";"21";"721"
"Salomon";"2";"16";"970"
"Divorce From New York";"2";"18";"860"
"Blinky Bill";"1";"18";"861"
"Amy Gadiaga";"9";"115";"88"
"Gee Lane";"2";"15";"1032"
"Cosmic Gate";"1";"1";"7924"
"Reagenz";"1";"2";"5270"
"Magic Mountain High";"1";"1";"7925"
"Acid Coco";"1";"14";"1113"
"Golden Rules";"1";"7";"2178"
"V";"1";"11";"1458"
"The South Hill Experiment";"1";"5";"2804"
"Morabeza Tobacco";"1";"12";"1327"
"Armando Young";"1";"4";"3307"
"Antena";"1";"6";"2440"
"Cari Cari";"1";"1";"7926"
"Parallel Dance Ensemble";"1";"4";"3308"
"Darius";"4";"10";"1589"
"Delilah Holliday";"1";"5";"2805"
"Nick Murphy";"1";"8";"1940"
"Avo Haroutounian";"1";"4";"3309"
"July Drama";"1";"4";"3310"
"Carl Bagge";"1";"7";"2179"
"Kaidi & NK-OK";"1";"5";"2806"
